Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,36,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,274,0,0,N
M,54,0,0,0,292,53,0,0,0,0,5,0,138,0,0,0,7,0,0,0,0,0,0,235,Y
F,21,0,0,0,0,227,0,0,268,0,0,0,0,0,116,0,0,0,0,50,171,0,0,0,Y
F,60,43,0,0,0,0,238,0,0,228,0,0,0,0,0,0,0,0,0,201,174,144,151,0,N
F,20,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,184,N
F,48,167,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,N
M,25,0,46,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,248,N
M,28,0,0,111,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,214,171,203,N
M,28,40,139,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N
F,53,0,0,0,0,0,95,0,0,0,0,0,147,0,0,0,0,0,0,0,0,297,0,0,Y
M,28,0,208,0,0,0,0,291,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,Y
M,30,0,0,0,0,0,241,77,0,0,34,0,0,0,0,0,197,0,0,0,0,0,0,0,N
M,29,0,0,0,0,0,0,0,134,0,0,0,0,0,184,0,0,0,0,0,153,0,0,0,N
M,26,0,0,0,0,0,0,0,254,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,50,270,0,288,0,195,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,20,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,234,0,0,0,0,0,N
F,34,0,98,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,168,N
M,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,N
F,34,0,0,0,0,0,0,0,286,0,0,16,270,48,0,0,0,0,0,0,277,0,0,0,Y
M,32,44,0,0,0,0,0,0,0,0,0,292,219,0,0,0,0,0,0,0,0,0,0,0,Y
F,33,0,0,0,0,0,0,0,0,0,0,0,192,0,148,0,0,0,0,0,0,0,0,0,N
M,41,0,0,82,257,0,0,112,36,0,0,0,0,0,69,0,0,0,0,0,0,92,0,0,N
M,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
F,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,49,0,0,0,245,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,49,0,0,185,0,0,0,0,284,0,0,0,0,0,0,0,0,290,0,0,0,89,0,150,N
M,46,0,0,0,0,0,124,0,0,0,0,0,0,0,145,0,0,0,184,0,0,0,0,0,N
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,47,278,152,0,0,0,0,207,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,Y
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,20,0,44,0,218,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,65,0,0,0,0,0,0,0,0,5,0,0,100,0,227,0,0,0,0,259,82,35,23,0,N
F,23,0,0,0,259,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,21,N
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,N
F,29,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,N
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,19,0,0,0,0,0,0,231,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,N
M,66,0,0,60,0,0,113,0,133,0,0,0,0,0,0,0,0,0,0,161,146,0,0,0,Y
F,48,3,0,0,39,0,0,0,0,0,0,0,108,0,32,0,70,0,3,177,0,0,0,0,Y
F,51,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,N
F,48,68,186,0,0,0,0,0,25,0,0,0,0,0,0,270,0,0,167,298,0,0,0,0,Y
M,29,0,0,0,93,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,Y
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,Y
M,42,0,71,189,0,0,0,0,67,4,0,0,0,0,246,0,0,0,0,0,0,0,94,0,N
M,37,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,N
F,63,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,261,0,0,0,0,Y
M,23,0,0,0,0,0,0,1,0,0,0,191,124,107,12,0,0,0,0,0,0,293,0,0,Y
M,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,N
F,65,0,0,0,0,252,0,0,0,0,0,0,0,0,0,255,0,0,0,250,156,0,0,0,Y
F,61,115,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,195,111,0,31,0,0,N
F,22,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,23,0,0,0,98,0,267,0,264,0,0,14,0,0,0,0,287,0,0,0,156,71,0,0,Y
F,42,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,74,0,N
F,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,54,0,125,0,0,0,0,0,0,0,0,0,0,81,0,24,0,0,0,0,0,0,257,0,N
M,28,0,0,0,0,0,0,0,0,257,0,0,0,0,196,0,0,0,0,0,0,0,0,0,Y
F,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,N
M,50,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,Y
M,63,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,N
M,64,0,216,0,0,0,0,0,0,0,0,0,0,155,248,0,0,0,0,0,0,32,0,0,N
M,19,152,0,0,0,0,0,0,0,0,0,0,0,0,0,212,174,0,70,0,0,0,0,0,N
M,42,0,0,284,28,0,145,0,242,65,284,0,0,0,65,0,0,0,0,0,0,0,0,0,N
F,23,0,0,0,0,0,0,0,171,0,0,0,37,0,15,75,0,0,0,0,0,0,0,0,N
M,38,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,226,0,0,0,0,0,4,0,N
M,46,0,0,0,0,139,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,N
F,56,0,0,0,0,0,0,0,259,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,N
M,20,0,24,0,0,0,0,0,0,0,0,0,0,32,0,90,0,71,253,0,0,0,220,0,Y
M,23,180,0,0,1,101,0,0,0,0,0,0,0,0,108,0,292,0,0,0,249,0,0,0,Y
M,64,285,0,206,0,0,0,84,252,0,289,102,0,0,0,0,216,0,0,0,0,0,0,0,Y
F,24,0,298,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,18,0,14,0,0,0,0,0,0,0,0,217,50,0,0,0,43,0,0,0,0,0,0,0,Y
F,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,261,0,0,0,0,0,Y
M,63,0,7,0,0,226,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,239,138,0,Y
M,21,179,154,0,0,49,9,0,0,0,0,0,0,0,0,0,0,262,0,38,0,0,0,0,Y
F,46,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,229,0,0,0,245,0,N
M,60,0,0,0,0,0,236,0,0,0,0,0,0,0,0,35,34,0,0,22,0,0,97,0,N
M,30,97,0,0,0,0,0,0,74,20,0,0,0,0,0,0,199,0,92,0,0,0,0,0,N
M,26,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,N
F,52,0,194,0,0,0,0,0,0,218,264,63,0,184,0,0,226,0,0,0,0,0,0,184,Y
M,37,0,0,0,0,0,0,0,0,0,286,0,0,0,3,0,0,0,0,0,0,0,0,0,N
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,6,0,102,0,N
F,25,0,43,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,58,0,0,296,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,55,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,62,262,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,N
M,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,36,N
M,52,0,124,0,0,0,128,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,Y
M,29,0,0,0,0,151,0,0,74,0,101,0,0,0,0,0,0,0,0,0,86,0,0,0,N
F,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,69,205,8,13,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,285,200,0,0,Y
M,40,0,0,0,0,0,0,0,0,0,0,110,0,268,0,0,280,0,0,88,0,0,137,0,Y
M,65,0,0,0,177,72,0,0,6,13,260,0,0,0,0,0,0,0,296,0,0,0,0,0,N
M,19,123,107,0,0,164,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,283,6,0,Y
F,58,262,0,50,0,90,0,184,63,0,0,0,0,72,0,0,0,0,0,97,0,0,0,0,N
M,63,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,193,0,0,254,0,0,0,0,Y
M,33,0,0,0,0,0,0,0,96,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,N
F,61,0,0,23,0,0,0,0,247,163,0,54,0,0,0,0,0,0,0,0,0,92,0,0,Y
F,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,55,0,0,16,0,0,0,226,20,112,0,0,109,100,0,0,0,0,0,191,0,0,0,0,N
F,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,56,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,55,0,0,0,0,0,N
F,64,0,30,0,0,148,0,0,0,0,0,0,0,0,149,0,0,0,0,30,0,0,35,107,N
F,47,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,38,0,0,0,0,N
F,25,0,0,0,0,178,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,75,0,0,0,0,N
F,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,N
F,28,0,0,0,0,163,0,0,0,0,0,102,0,158,0,0,0,0,0,0,0,0,0,0,N
M,45,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,225,0,0,0,N
F,50,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,55,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,246,0,0,Y
