Sex,Age,Apple,Aronia,Banana,Bearberry,Blackberry,Blackcurrant,Blueberry,Cantaloupe,Citron,Clementine,Coconut,Guava,Lime,Lychee,Mango,Orange,Peach,Plum,Quince,Raspberry,Redcurrant,Sambucus,Strawberries,Client
M,33,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,222,0,0,79,0,0,Y
F,50,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N
M,47,0,0,27,0,0,0,0,0,0,0,0,137,283,0,0,0,0,16,0,10,240,0,0,N
M,65,0,166,0,0,50,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N
F,66,176,0,0,0,219,0,192,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,N
F,61,269,186,0,0,33,0,81,163,0,0,0,0,0,156,0,0,0,0,0,0,0,127,0,N
M,32,0,0,0,0,0,248,0,0,0,0,92,0,0,104,0,265,0,0,29,0,0,247,47,N
M,40,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,122,0,0,N
M,35,0,0,0,0,191,188,0,0,271,114,0,0,0,0,0,0,0,0,0,0,6,0,0,Y
M,63,0,6,0,0,183,180,0,265,0,0,0,0,0,0,182,0,10,0,0,0,0,0,0,N
M,54,0,0,0,142,147,0,0,104,0,171,0,0,0,0,0,0,0,0,0,215,0,0,9,N
M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,36,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,N
M,31,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0,126,0,0,0,89,N
F,48,0,268,0,0,0,52,0,0,0,0,0,0,141,0,0,0,298,0,0,0,0,0,0,N
M,27,0,0,0,0,0,0,0,0,13,0,0,0,0,0,115,0,259,0,0,0,0,0,0,N
M,49,0,0,0,0,111,0,0,0,0,0,149,0,0,144,0,0,0,0,0,0,0,0,83,N
F,33,0,0,0,0,0,0,0,0,48,0,87,0,0,0,0,0,30,0,0,0,0,0,0,N
M,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,N
F,47,0,0,0,0,101,0,251,240,146,0,0,0,0,0,0,0,0,0,126,0,0,0,0,N
M,18,0,236,0,0,0,0,100,0,0,0,0,0,0,0,0,244,182,130,0,0,0,0,150,Y
F,19,0,0,0,299,57,18,0,0,133,0,0,0,0,0,0,0,103,0,0,0,32,0,0,Y
M,59,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,Y
M,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,N
F,57,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,249,13,95,Y
M,28,0,225,0,0,0,0,0,72,0,0,243,0,0,0,256,0,0,0,269,120,54,0,0,N
F,62,0,56,0,2,0,42,32,11,0,0,0,0,0,0,0,0,0,201,0,0,0,0,148,N
F,19,0,0,0,0,175,0,0,276,0,0,10,0,0,0,0,0,65,0,217,157,0,2,0,N
F,36,0,0,0,0,0,0,0,256,0,0,0,31,0,0,0,0,4,0,0,0,185,0,113,Y
F,52,0,0,0,0,0,13,0,7,0,0,0,0,110,0,204,0,0,0,0,0,0,204,0,N
F,62,0,0,84,0,177,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,N
F,37,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,36,199,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,25,0,129,0,0,59,0,0,0,235,0,0,150,0,0,0,0,0,0,0,0,0,0,0,N
F,64,64,0,0,0,0,96,0,97,0,0,42,0,0,0,0,0,0,0,22,0,0,201,0,N
F,20,43,0,0,90,0,0,77,0,0,74,0,0,0,0,41,248,235,0,0,0,0,0,0,Y
M,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,52,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,94,0,0,0,0,N
M,26,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,90,Y
M,35,0,0,0,0,205,0,0,0,0,0,116,0,0,0,0,0,292,0,0,0,0,0,0,N
M,23,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,N
F,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,26,0,0,0,0,0,5,0,0,141,112,146,0,0,0,0,0,0,0,0,0,0,0,0,N
F,20,0,0,0,0,0,0,0,0,20,62,0,0,239,42,0,0,241,194,0,0,0,0,0,N
M,59,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,42,207,105,0,N
M,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,62,0,N
M,48,0,0,221,0,204,207,0,0,0,0,0,0,0,0,0,276,104,95,0,0,0,0,118,N
M,23,0,0,0,0,0,0,0,200,0,0,0,297,296,0,0,0,0,0,200,0,0,263,285,Y
M,20,0,37,45,0,0,3,0,0,0,0,0,0,0,0,0,0,222,228,20,63,0,0,0,Y
M,55,0,0,0,0,192,135,0,1,216,0,268,165,0,0,0,0,0,0,0,0,0,103,0,Y
M,40,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,198,0,0,74,N
M,27,0,0,0,0,229,0,0,232,0,271,0,0,219,101,0,0,0,0,0,0,42,0,0,N
M,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,N
F,50,269,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,Y
F,19,0,0,0,0,0,50,0,0,0,15,0,0,0,0,0,0,0,0,194,0,0,0,155,Y
M,45,0,0,0,0,0,0,0,0,0,0,0,90,204,0,0,212,0,0,0,0,0,41,0,N
M,53,0,0,0,0,105,215,0,0,0,0,0,0,0,261,0,0,220,116,0,0,0,0,0,N
M,40,0,0,0,0,0,0,0,0,0,138,122,0,0,0,0,0,0,0,0,0,0,0,0,N
M,49,0,0,0,0,0,0,0,271,116,0,0,0,0,0,229,0,0,261,0,0,0,0,150,N
F,65,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,N
F,46,0,0,0,0,0,0,86,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,229,Y
F,39,0,78,117,0,0,0,0,81,0,193,0,0,0,0,0,0,0,0,0,194,0,0,0,N
F,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,N
F,44,0,0,246,0,0,0,208,0,257,208,0,222,0,0,0,0,0,0,0,0,162,0,155,Y
M,35,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,34,0,0,0,N
M,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,N
F,64,0,299,0,0,0,0,241,0,0,0,202,0,0,0,0,0,0,0,69,28,0,0,0,Y
F,18,150,0,0,157,298,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,32,0,0,0,0,77,222,0,0,0,0,0,0,0,0,0,0,0,232,0,126,254,0,154,N
M,60,0,0,0,0,0,9,0,0,187,0,285,277,0,0,0,0,209,0,0,0,260,0,195,Y
M,40,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,Y
M,60,0,145,0,106,122,0,0,86,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,N
F,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,25,0,241,0,72,0,143,0,0,0,100,0,0,0,199,0,0,0,0,0,0,0,0,0,N
F,31,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,54,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,Y
M,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,58,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,61,91,0,0,0,247,0,86,266,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,N
F,25,223,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,N
F,58,0,0,157,0,0,0,0,0,233,0,0,0,0,0,1,0,0,0,203,0,0,0,0,N
M,58,0,0,0,0,0,0,0,0,0,1,0,0,280,0,0,0,0,0,0,0,0,0,0,N
F,37,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,119,5,0,0,0,0,N
M,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,38,0,148,261,0,0,0,0,0,0,0,0,36,0,286,0,68,259,0,0,0,0,0,0,N
F,26,4,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,225,0,0,0,0,162,0,N
F,43,294,0,0,244,194,0,0,0,0,0,46,0,0,52,270,0,0,0,0,0,0,0,125,N
F,56,0,0,265,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,69,19,0,0,N
M,64,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,21,0,0,0,0,284,284,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,86,12,N
M,65,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,268,0,0,0,0,0,72,N
M,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,91,0,29,0,N
M,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,N
M,44,0,0,0,0,0,0,270,222,0,0,0,0,260,0,182,0,0,0,0,0,0,114,0,Y
F,59,0,0,0,0,278,0,0,119,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,46,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,109,0,0,0,0,0,0,0,N
F,18,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,31,0,0,0,0,0,0,0,118,180,0,0,0,0,0,0,143,0,0,0,210,31,0,0,Y
F,34,0,0,0,0,293,0,0,0,151,0,0,0,0,271,64,0,0,0,0,0,0,0,0,N
F,42,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,N
M,65,0,144,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,28,72,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,N
F,35,0,0,0,0,0,0,0,0,276,0,0,7,0,0,0,0,0,0,0,0,0,0,0,N
M,30,0,48,0,0,0,159,0,0,0,0,0,188,0,0,255,153,0,0,0,0,0,0,0,Y
M,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,49,0,0,3,0,0,0,0,0,207,0,190,0,0,0,293,0,0,174,0,0,0,0,0,N
F,64,0,0,70,0,0,0,0,104,0,0,171,222,156,0,0,0,0,0,277,0,0,79,0,N
F,37,0,0,0,0,0,0,0,0,230,242,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,27,0,0,177,0,0,0,0,0,0,0,0,0,0,218,0,0,233,0,0,0,113,209,0,N
F,55,0,0,87,0,31,0,0,39,0,289,0,0,0,42,0,0,222,59,0,0,0,0,0,Y
M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,29,0,0,0,0,0,98,0,0,0,0,0,225,242,0,0,82,0,0,55,0,0,231,0,N
M,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,N
M,41,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,28,291,0,0,0,0,0,0,0,0,142,0,198,0,0,0,0,0,0,0,0,0,0,0,Y
M,20,0,282,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,N
F,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,35,126,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,269,0,0,212,0,0,N
F,56,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,60,220,0,0,0,0,0,282,45,0,0,0,0,0,0,0,0,0,0,0,0,0,29,205,Y
M,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,0,0,0,0,0,0,0,0,203,0,196,0,0,3,0,0,0,0,0,0,Y
M,45,0,0,0,0,189,235,0,0,0,0,0,24,0,0,217,0,0,0,150,0,0,0,0,Y
F,64,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
M,32,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,134,0,208,0,186,0,0,0,N
M,38,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,N
F,59,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,265,171,0,0,N
M,54,0,0,209,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,208,112,N
M,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,54,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,Y
F,59,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,94,0,0,154,0,0,0,0,Y
M,65,0,0,0,165,0,226,202,0,0,215,16,0,0,0,0,65,0,0,0,0,258,0,0,Y
F,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,249,0,0,0,122,0,105,51,N
F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,Y
M,28,0,0,0,0,0,26,0,0,0,0,0,0,44,0,0,0,0,0,165,97,0,245,0,N
M,50,0,0,0,0,5,119,0,0,0,35,0,0,0,0,207,0,0,0,281,0,179,238,0,Y
M,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,169,0,0,0,Y
M,29,0,0,0,0,0,0,0,102,0,290,0,0,0,0,0,0,0,0,0,0,0,0,25,N
M,18,0,0,0,0,0,219,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,35,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,258,0,240,0,Y
M,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,Y
M,21,115,0,0,0,184,0,0,0,0,0,0,0,0,16,268,0,0,0,0,0,0,0,0,N
F,47,232,0,0,0,0,0,0,0,0,0,0,0,0,41,0,154,0,0,0,0,37,134,0,N
F,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,42,0,0,197,132,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,38,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,Y
M,37,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,93,25,0,0,0,151,Y
M,28,0,0,0,255,0,0,0,0,0,0,0,240,0,34,207,0,0,0,0,0,284,0,186,N
F,63,0,0,30,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,N
F,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,48,0,0,0,186,0,0,0,243,39,0,0,295,0,81,0,0,0,281,0,0,0,137,0,Y
F,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,66,0,0,0,0,0,0,0,0,0,0,0,81,0,0,278,0,0,0,0,0,0,0,0,N
M,49,0,189,0,0,0,0,0,55,0,265,0,0,0,0,0,0,0,0,0,0,0,44,0,N
M,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,N
M,25,0,0,182,0,218,51,0,197,175,0,0,0,0,0,257,0,0,0,0,0,25,0,0,N
M,21,0,0,0,0,0,87,0,0,0,0,175,0,0,0,118,0,0,0,0,0,147,0,0,N
M,31,0,289,0,0,0,219,0,126,0,0,241,0,224,0,0,0,58,0,0,60,0,0,0,N
M,57,0,0,100,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,N
M,29,0,0,0,73,243,69,0,0,0,0,0,0,185,0,0,0,0,0,0,0,92,0,0,Y
M,18,0,0,29,0,0,0,161,63,0,0,0,0,0,289,0,78,191,0,0,0,144,0,0,N
M,57,0,0,0,0,0,0,127,129,165,0,0,0,0,19,73,0,0,192,0,0,0,0,0,N
M,32,233,0,0,0,0,106,0,0,0,0,0,0,0,199,0,0,13,247,0,0,0,0,0,N
M,19,63,237,0,0,0,112,0,0,0,0,221,0,0,0,0,0,43,33,97,0,0,0,0,N
M,20,0,0,0,0,0,0,0,0,211,0,263,8,164,0,0,0,0,224,0,0,0,0,27,Y
F,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,N
M,46,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,N
M,33,0,0,0,114,73,0,0,0,0,0,0,0,0,0,0,0,192,0,273,0,230,0,0,Y
M,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,297,0,0,0,0,0,0,0,N
M,40,0,256,0,31,0,165,0,0,0,0,197,0,0,0,0,0,0,0,161,0,0,0,0,N
M,60,0,0,0,0,0,0,0,0,0,106,0,79,0,0,0,0,0,0,0,0,0,0,0,Y
M,53,0,0,0,0,0,44,0,0,0,0,0,207,0,0,0,0,0,209,0,0,0,223,0,N
F,20,0,0,0,200,0,0,232,0,0,0,150,0,0,255,0,0,0,0,0,0,0,0,0,N
F,18,0,0,0,0,0,0,280,0,109,0,0,0,0,0,0,0,286,21,0,0,0,0,0,N
F,25,0,0,0,0,0,0,0,20,198,136,0,0,0,0,227,0,0,0,0,0,0,225,0,Y
F,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
F,32,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,N
F,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,59,0,0,0,0,0,0,0,86,226,0,0,0,0,0,0,0,0,0,0,240,0,0,0,N
M,57,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,167,0,0,0,0,0,0,0,N
F,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,52,0,0,0,0,0,0,0,0,0,0,78,0,221,0,0,233,0,0,0,0,0,0,0,N
F,35,229,69,102,0,261,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,N
F,28,0,108,20,0,47,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,N
M,30,193,0,154,0,0,0,45,0,136,0,0,0,0,77,0,0,0,0,188,0,116,0,0,N
F,50,121,0,0,0,0,133,74,0,0,0,66,286,0,0,0,0,100,101,0,0,0,0,0,Y
M,23,0,0,0,241,0,173,0,116,0,0,0,220,0,0,89,0,0,148,0,0,0,0,0,N
M,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
M,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,N
